大阪産業大学,osaka-sandai.ac.jp,5
大阪歯科大学,osaka-dent.ac.jp,5
大阪樟蔭女子大学,osaka-shoin.ac.jp,5
大阪商業大学,ouc.daishodai.ac.jp,5
大阪女学院大学,wilmina.ac.jp,5
大阪成蹊大学,univ.osaka-seikei.jp,5
大阪総合保育大学,jonan.jp,5
大阪体育大学,ouhs.ac.jp,5
大阪電気通信大学,osakac.ac.jp,5
大阪人間科学大学,ohs.ac.jp,5
大阪物療大学,butsuryo.ac.jp,5
大阪保健医療大学,ohsu.ac.jp,5
大阪薬科大学,oups.ac.jp,5
大阪行岡医療大学,yukioka-u.ac.jp,5
関西大学,kansai-u.ac.jp,5
関西医科大学,kmu.ac.jp,5
関西医療大学,kansai.ac.jp,5
関西外国語大学,kansaigaidai.ac.jp,5
関西福祉科学大学,fuksi-kagk-u.ac.jp,5
近畿大学,kindai.ac.jp,5
滋慶医療科学大学院大学,ghsj.ac.jp,5
四條畷学園大学,shijonawate-gakuen.ac.jp,5
四天王寺大学,shitennoji.ac.jp,5
摂南大学,setsunan.ac.jp,5
千里金蘭大学,kinran.ac.jp,5
相愛大学,soai.ac.jp,5
太成学院大学,tgu.ac.jp,5
帝塚山学院大学,tezuka-gu.ac.jp,5
常磐会学園大学,sftokiwakai.ac.jp,5
梅花女子大学,baika.ac.jp,5
羽衣国際大学,hagoromo.ac.jp,5
阪南大学,hannan-u.ac.jp,5
東大阪大学,higashiosaka.ac.jp,5
プール学院大学,poole.ac.jp,5
桃山学院大学,andrew.ac.jp,5
